who_region_code,date,cases,deaths
WPRO,2020-04-12,2196494,117885
WPRO,2020-04-13,2281543,124431
WPRO,2020-04-14,2374094,133153
WPRO,2020-04-15,2468988,143548
WPRO,2020-04-16,2589668,151356
WPRO,2020-04-17,2693161,164546
WPRO,2020-04-18,2792625,172918
WPRO,2020-04-19,2882622,177248
WPRO,2020-04-20,2966820,183586
WPRO,2020-04-21,3055635,191889
WPRO,2020-04-22,3138343,199986
WPRO,2020-04-23,3231760,208032
WPRO,2020-04-24,3345358,214157
WPRO,2020-04-25,3448370,221718
WPRO,2020-04-26,3533918,225607
WPRO,2020-04-27,3610431,230522
WPRO,2020-04-28,3690189,237701
WPRO,2020-04-29,3768373,246441
WPRO,2020-04-30,3859546,253139
WPRO,2020-05-01,3963204,259457
WPRO,2020-05-02,4053878,264112
WPRO,2020-05-03,4132626,268348
WPRO,2020-05-04,4202074,272744
WPRO,2020-05-05,4277285,279874
WPRO,2020-05-06,4360484,287622
WPRO,2020-05-07,4446358,294647
WPRO,2020-05-08,4530727,299711
WPRO,2020-05-09,4609891,304742
WPRO,2020-05-10,4670993,307107
WPRO,2020-05-11,4728732,311122
WPRO,2020-05-12,4796128,316891
WPRO,2020-05-13,4860005,322391
WPRO,2020-05-14,4945003,328468
WPRO,2020-05-15,5022616,333606
WPRO,2020-05-16,5098416,337306
WPRO,2020-05-17,5156371,340916
WPRO,2020-05-18,5222379,343545
WPRO,2020-05-19,5285737,347860
WPRO,2020-05-20,5358027,352640
WPRO,2020-05-21,5435215,356610
WPRO,2020-05-22,5508418,360622
WPRO,2020-05-23,5575067,364051
WPRO,2020-05-24,5637928,366038
WPRO,2020-05-25,5696696,367735
WPRO,2020-05-26,5753108,369990
